,date,cases,deaths,daily_cases,daily_deaths
1106,2023-01-31,102070172,1115001,31067.0,588.0
1107,2023-02-01,102179838,1115974,109666.0,973.0
1108,2023-02-02,102247441,1116666,67603.0,692.0
1109,2023-02-03,102311816,1117828,64375.0,1162.0
1110,2023-02-04,102314712,1117837,2896.0,9.0
1111,2023-02-05,102317430,1117837,2718.0,0.0
1112,2023-02-06,102342210,1118038,24780.0,201.0
1113,2023-02-07,102374102,1118715,31892.0,677.0
1114,2023-02-08,102486294,1119717,112192.0,1002.0
1115,2023-02-09,102555293,1120505,68999.0,788.0
1116,2023-02-10,102569435,1120667,14142.0,162.0
1117,2023-02-11,102571337,1120678,1902.0,11.0
1118,2023-02-12,102574464,1120691,3127.0,13.0
1119,2023-02-13,102598932,1120904,24468.0,213.0
1120,2023-02-14,102626458,1121294,27526.0,390.0
